name,experience,rating,review_text,likes,review_title,Unnamed: 4,Unnamed: 5
Martina B,,1,"Todo un desastre, el vuelo de ida se atraso 3 hs, en el mientras tanto, no comunican nada, te dejan esperando el tiempo que ellos necesitan hasta salir. a la vuelta lo mismo, 3 hs de demora y ninguna explicacion. todo equipaje que se excede de peso, lo cobran y en definitiva termina saliendo lo mismo que con otras aerolineas mucho mejores. el viaje de vuelta que tenia que llegar a aeroparque, llego a ezeiza. imposible planificar un viaje con flybondi, te dejan tiradx si o si sin importar nada ni dar la cara. lo peor !",,Peor experiencia,,
carolina c,,1,"Que les puedo decir que no sepamos: es una aerolínea mega berreta!! En mi defensa saqué los pasajes x el horario, xq era el único que me convenía ese día, y para que!!??? Para que me reprogramen el vuelo para 4 hrs mas tarde, que era Justo lo que intentaba evitar. Pero no es todo: el sistema estaba caído y no me enviaron los tickets de embarque ni por mail ni al teléfono, así q aun sin tener equipaje me iba a tener q comer la cola! Pero no es todo!! Cuando llegamos había un despelote mayúsculo. 16:30 y había gente intentando hacer el Check in del vuelo de las 16:15! Cientos de personas apretujadas esperando no se que porque los del aeropuerto nos dijeron que era técnicamente imposible que salieron todos esos vuelos ese día. Así q me re programaron el vuelo PARA SALIR DE EZEIZA, día siguiente 6 AM!! Re copado!!razon número dos por la q compré el pasaje en aerolíneas tachito era salir de aeroparque que me queda a 15’!Y la vuelta!??? Jajajajajajaj a 20’ de llegar, nos mandan a EZEIZAAAA. Pero ojo que te llevan « gratis » en bondi à aeroparque: 30’ mas tarde seguía esperando y me tome un Uber!!! De mega cuarta!!! No vale la pena ahorrarse unos mangos, y si les conviene como a mi el horario, tampoco! Olvídense que los van a hacer salir cuando se les canta elor!!!",,HDP AIRLINES,,
Jime Ache 🤩,,5,"Quiero destacar que todo fue impecable en el vuelo FO5168 de Bs As a Salta el 22 de Enero, el cheking, el embarque, el vuelo en horario, en viaje Brenda y Alejandro súper atentos a todo, simpáticos, le dieron una linda bienvenida y aplausos a quienes volaban x primera vez.
Destaco esto xq muchas veces las reseñas no son buenas y nosotras hemos tenido una experiencia muy agradable, gracias Flybondi y nos vemos a la vuelta!!!",,Todo fue un 10,,
Cami D,,1,"Desastre. Nos cambiaron el horario de vuelo muchas veces, ninguno salió a horario y se desdicen en todo lo que te dicen en persona y en la página. Despaché una valija en perfecto estado y me la devolvieron toda abollada, me contestaron que no se hacen cargo si no tiene un tajo.",,Desastre,,
susana mabel penedo,,1,"Malisima!! te cobran por un bolso, si vas acompañada te separan, te cobran el servicio de bar, nada que ver con Aerolineas, Una Verguenza de linea!",,NO VIAJAR!!,,
Mili H,,1,"No es tan barato al agregar equipaje etc y siempre reprograman el vuelo. En nuestro caso 15 min antes de llegar al aeropuerto. Un desastre,no lo recomiendo.",,Cambio de vuelo,,
Daniel A,,2,"Creo que la mayoría de las personas elije esta aerolínea por ser la más barata, pero lo que sucede muy seguido es que tienen retrasos de más de 5 horas que te hacen perder un día de vacaciones y al final te termina saliendo más caro. Y la aerolínea ni cargo, luego de estos retrasos no te dan ni agua en el vuelo. Mejor no ahorra en estos casos.",,Demora de 5 horas en un vuelo Bs As Mendoza.,,
Arturo A,,1,"Desastre una vez mas de aerolinea...2 diferentes trayectos.
Mendoza a Buenos Aires. Cancelado en tarde de año nuevo 2022 a 2023. Esperando el refund todavia
Buenos aires - Bariloche - Movieron el vuelo a otro horario y al tomar otro vuelo el costo del tickete fue el doble del tickete original",,Cancelan y por reagendar te vale el doble..Fiasco,,
Arturo A,,1,6h antes en la tarde de año nuevo fueron cancelados y movidos para la medianoche...Respuesta simple o aplique para el refund o vuele a la media noche...Ahora el refund es un desastre por cambio de moneda.,,Esta aerolinea es un fiasco...,,
Lulhu L,,2,"El vuelo salió a horario, los tripulantes son muy amables.
Pero el el avión era incómodo sobre todo para personas altas, me chocaban las rodillas con el asiento de adelante. 
El vuelo no incluye el desayuno, lo cobran y es carísimo.",,Incómodo,,
Viviremos de pi... Z,,2,"Reprogramaron el vuelo 3 veces en menos de un mes, salia a  las 9 de la mañana y lo pasaron a las 18 hs. Avisaron a último momento. Lo barato sale caro.",,reprogramación,,
GabiGiano,,1,"En el aeropuerto nos informaron la cancelación del vuelo, por lo que no retiramos y no pudimos viajar. Resulta que el vuelo salió 6 horas más tarde de la hora, obviamente sin recibir ningún notificación de la empresa. Tenían mi email porque hice el check in y recibí varios de otras notificaciones antes del viaje. 
Reclamé la devolución por teléfono, nos derivaron al email, empezaron a procesar la devolución de pasaje, luego de varias idas y vuelas porque nos decían que el vuelo salió.., y como veía que el regreso seguí activo y me ofrecía hacer check in, es escribí para que lo cancelen y me devuelvan el total dada la cancelación primera. Me devolvieron la ida y generaron voucher para el regreso, Estos no me sirve!  No quiero viajar con ellos luego de esta experiencia. No tiene coherencia en la comunicación! Si no hice la ida culpa de ellos, la devolución tiene que ser completa 😔",,Cancelación de vuelo,,
Christina L,,1,"They moved our flight to El Calafate to 4 days later without any prior notice (we showed up to the airport to find our original flight didn't exist anymore). There was no communication, no email notification, nothing.

The offered a refund, but for less than half the amount of the ticket (due to currency devaluation). So we basically had $500 stolen from us - working with my credit card to get the charge removed because THIS IS FRAUD. Would give 0 stars if I could.",,AVOID THIS AIRLINE AT ALL COSTS,,
Agus C,,1,"Tenia un vuelo planeado para el 20/12 para psar navidad con mi familia, no solo me cancelaron dos horas antes de mi vuelo, cosa que ya estaba en el aeropuerto x supuesto y me cambiaron el vuelo para el 24/12 a las 19 hs. Para pasar navidad en el avion con los pasajeros… INSOLITO!!! 
No solo no se hicieron cargo sino que no ofrecian ninguna alternativa ni opcion, hacen lo que quieren como si esto no trajera consecuencias en la persola.
4 dias despues justo en las fiestas. Patetico.
Nunca respondieron mis llamados ni reclamos, tuve que comprar otro pasaje con otra aerolinea en ese momento mucho mas caro
Ademas saque a mi abuela y mi tia y tambien les cambiaron el horario como si nada.
Otra experiencia, mis papas sacaron a jujuy y les cambiaron a SALTA. Tuvieron que viajar de noche de una procinciana otra perdiendo el auto, el hotel y NADIE se hizo cargo.",,La peor aerolínea sin dudas,,
noralabbas,,1,"This was the worst travel experience of my life. I booked a flight in advance with FlyBondi. They had the flight I needed to iguazu on the right day so why not give it a try? 

I got to the airport 4+ hours early for a domestic flight (I’m that person) and there was no Bondi staff except 1-2 women not helping or talking to anyone. We aren’t checking in yet so I wasn’t concerned. 

At check in time, they said the flight would be out of AEP instead of EZE within the same hour (that airport is about an hour away when the roads are open, but this was during the aftermath of the world cup so the roads were closed completely). 

Within 30 min, we were all told the flight would be rescheduled for two days later. I never got that email or official update about any of this. I was already booked to leave iguazu for another city and tour 2 days later when they wanted to reschedule. 

THEN, we were told we could be refunded! I was elated so I asked how and one of the two women said to email them at the address she had me take a photo of. 
Also, no supervisors even came into work that day.. I assume they were out partying like much of the other staff in the country. 

Flybondi eventually didn’t refund us because the flight “wasn’t canceled” but what was I to do for 2 days on my 1 week vacation? Sleep at EZE and get the rest of my stuff stolen? 

I’m out $400 with no response from the airline on any platform. AND I’m out an additional $700 because I had to get new flights on the spot. 

Avoid this airline at all costs! Absolute scam.   They don’t respond to customers, they lie and their flights rarely actually take off. 

I’d give them a negative rating if I could.",,Worst airline I’ve ever used - no flight or refund. Lots of lies.,,
Lili G,,1,"Jamas compren un pasaje por esta compañia, la experiencia es nefasta. me reprogramaron el vuelo 3 veces, perdia un dia de hotel y los compromisos pautados, pedi me reintegren el dinero y nunca me devolvieron absolutamente nada a pesar de haber realizado los tramites correspondientes para la devolucion.es horrible.",,HORRIBLE,,
Shailendra Singh,,1,"This airline will make you wait in long lines every single time (we took 3 flights and this was the case every single time), will delay flights every single time ( all our flights were delayed by more than 2 hours including one scheduled to depart at 11:15 and was delayed by 2 hours), will make you wait at boarding, will make you wait in the jet bridge… I just can’t mention the pain this airline will make you go through. Other airlines in Argentina are bad as well but none of them can match the poorest quality of flybondi. Do not. Simply do not. 

Note- I am posting picture of just one of the events. The others were just indescribable.",,Do not. Absolutely do not. I wish I had not. I wish I had taken online reviews seriously.,,
Juan Manuel C,,1,"Solo si tenes mucho tiempo para perder vale la pena. El servicio es un desastre.
Lo que te ahorras lo gastas en taxis, tiempo, horas de sueño. Espero deje de existir pronto para darle lugar a una compañía seria.",,La peor aerolínea de Argentina,,
Mayra,,1,"El servicio deplorable de esta aerolinea es una gran muestra de la falta de respeto que tiene con el cliente: no solamente te cancela vuelos o te los reprograma cuando se le canta, sino que también no siente la necesidad de avisarte si está demorado, convirtiéndote en rehén de su voluntad. 
Lo más maravilloso de la experiencia es el gran talento de su staff  para hacer de cuenta que no paso nada y que estas loco por reclamar información. La aventura de descubrir si sobrevendieron asientos es un aditivo más que no tiene perdición: no saber si 2 o 3 personas tiene  el mismo asiento y si vas a viajar en la bodega le brinda ese toque de sorpresa que hace del viaje una experiencia incendiaria. 
Totalmente recomendable a aquellos seres que quiero que la pasen mal y se vuelvan locos de la impotencia.",,"Si quiere perder tiempo, vuelos y la paciencia, ésta es su aerolínea",,
Andrea L,,1,"Pésimo servicio de flybondy! Nos reprograman vuelo desde Río de Janeiro a Ezeiza, llegamos con tiempo para tomar el vuelo en horario normal, nos enteramos que tenía demora de 6 horas! La persona que nos atendió ( después que le preguntamos) nos dice que nos darían una comida por la espera, nunca nos dio voucher,nos dijo que solo presentaramos tarjeta de embarque. Llegamos al supuesto lugar de comidas  a lo que nos dijeron que sin voucher no brindan servicio, ya no podíamos reclamar porque habiamos pasado migraciones. Había familias con niños pequeños que se vieron afectadas por este inconveniente.  Pésima atención de uno de los empleados. El vuelo reprogramado debia salir a las 23: 15 y salio a las 00 hs. ( cuando el horario normal era 18:40)Nunca más volveremos a viajar con esta aerolínea.",,PESIMO SERVICIO,,
Sean Watson,,1,Terribly ran company and my flight was delayed 7.5hrs. However the compensation of a cheese and ham sandwich was excellent (not). Communication during the delays was horrendous also as we were initially told it would only be a 30 minute delay.,,Avoid if possible,,
Carlos K,,1,"el 27/11 me cancelaron el vuelo sin opcion para el mismo dia, con hotel y micro  de larga distancia para continuar, la opción era para el dia del regreso. El 29/11 de regreso el vuelo fue apenas demorado 11 horas y embarcamos en un pesimo avion sin mantenimiento y sin limpieza, por ejemplo la cobertura interior de la ventanilla en el asiento fila 32 estaba suelta y se podia pasar la mano para llegar a la ventanilla exterior, sumado al estado general y el aspecto de sucio y abandonado, dan la imagen de esta low cost que se mantiene gracias a los precios de los micros de larga distancia, mas elevados. NUNCA MAS VUELO CON ESTOS ESTAFADORES QUE PONEN EN PELIGRO A LOS PASAJEROS",,"terribles informales, pesimas respuestas",,
Jessica L,,1,"El vuelo salía a las 14y25hs termino saliendo a las 15hs. Tenía otro vuelo con la misma empresa desde Bs As a Salta a las 17y55hs. El vuelo llegó 17y20hs demorando muchísimo para bajar. 17y30 llegó para que me escaneo del che-kin y me dijeron que estaba cerrado y por lo cual perdí el vuelo. Llamo para reprograr y tengo que pagar $13,800 más. El error es de la empresa. Las personas que te atienden acá hablan de forma violenta y maltratan a la gente. Por este hecho hoy mucha gente perdió sus vuelos. 
No se puede jugar de esta forma con la economía de la gente. La verdad un desastre  cero consideración. Dejé mi sugerencia en el libro, espero pueden leer y también hice la denuncia al CNRT.",,PRSIMO SERVICIO,,
John I,,5,"Only cost 66 pounds Buenas Aires to Salta with a Bicycle and 20kg of hold luggage ,flight time changes three times but within an hour time frame and they kept me updated ,escorted me to oversize luggage ,I found them helpful and efficient",,Cheap efficient helpful,,
Claudio,,4,"Viaje el 03/12/2022 hacia Ushuaia, y cumplieron con  todo lo pactado, partida y arribo en  horario, el avión en perfectas condiciones, limpio, personal amable, despacho y entrega de equipaje rápido  y  sencillo. Volvería a contratar a esta empresa.",,TODO NORMAL,,
Cinzia R,,1,"Gli amici argentini ci avevano messo in guardia ma, allettati da uno sconto sull'app ""Kiwi.com"" abbiamo scelto un volo ""Flybondi"" da BA a Bariloche, ci è stato posticipato di varie ore, così, per evitare di arrivare alle 23.50 dopo altri voli, abbiamo rinunciato. Pare Flybondi funzioni perfettamente solo sulla tratta Buenos Aires-Sao Paulo",,rinvio di ore,,
Valiushaka,,5,"I guess, when they don't change your flight time and you don't have to cancel your flight, the experience can be quite good!",,Everything went smoothly!,,
Nathan,,1,"Fly Bondi is a cheap option for flights, however expect your flight times to be changed with little warning.",,Shocking Airline,,
Romina M,,1,No cumplen nunca con los horarios de los vuelos. Hacen lo que se les da la gana con la gente. No les importa nada. Te cancelan los vuelos. Te demoran un vuelo doméstico (que dura 1 hora y 30 minutos) por más de 7 horas. Son IMPRESENTABLES. Falta de seriedad y responsabilidad. Claramente cada vez van a tener menos clientes por que el servicio es PÉSIMO!!!,,NO CONTRATES ESTA AEROLÍNEA!!!,,
Jorge C,,1,"Horrible experiencia . Nuestro vuelo salía de Bariloche 4:30 del domingo 11 de diciembre. 10 hs antes , a las 18 del sábado 10 nos llega el mail de cancelación . Llegó al aeropuerto y nos dicen que el próximo vuelo para viajar a buenos Aires es el martes 13 !!!! Solo nos ofrecen boucher o devolución. Tuvimos que gastar $100.000 tres personas para viajar el domingo 11 por jet Smart. No se hacen cargo de hotel, comidas ni nada, la gente es un número para ellos. Voy por reclamo a defensa al consumidor. Son una desgracia, arruinan tus vacaciones en 5 minutos. Nunca más viajo por Flybondi.",,Flybondi te reprograma 72 hs después !!!!,,
Emanuel H,,1,"Para empezar esta hermosa odisea, primero nos cambiaron de aeropuerto de aeroparque a Ezeiza con tan solo unas horas de anticipación. Por la reprogramación nos hicieron pagar $25.000 extras cuando no teníamos ninguna culpa, y además nos hicieron abonar de nuevo dos asientos porque el avión era distinto. 
Luego de eso, el avión fue el único que salió demorado en todo Ezeiza, así que esperamos casi dos horas. En las líneas telefónicas te atienden muy mal o te maltratan. 
Y a la vuelta? De nuevo comenzamos con los problemas. Nos retrasaron el vuelo 8 horas para juntarlo con otro porque no habían vendido todos los pasajes. A la mayoría de los pasajeros no les habían avisado del cambio, así que estaban todos como locos en el aeropuerto. Pero no había ni una sola persona para contestar nada.
Es el típico caso de cuando te dicen que lo barato sale caro. Te cobran hasta para respirar. Y son unos estafadores. NUNCA pero NUNCA más viajo con ellos. Quise reclamar por mail y que recibí? Más maltrato. Iré por defensa del consumidor.",,"Si te gusta enfrentar obstáculos en tu vida, Flybondi es tu aerolínea.",,
Yango44,,1,"Mi odisea empezó desde el minuto 1
Saque un vuelo ida y vuelta Mza-Bue-Mza. Cuando reviso la reserva los 2 tramos eran Bue-Mza , cuando llame para hacer los cambios me dicen que fue error mio y no de la página y para cambiar la ida tuve que pagar 34.000 pesos o sea un 30% del gasto inicial y además perdí lis cargos que había pagado por equipaje. Llego la hora de partir desde Mza y como el avión llego la noche anterior  y salió en horario.  Al llegar a BsAs la valija rajada completa, Afortunadamente no faltaba nada!!
Hice el reclamo y ne daban un voucher para viajar o comprar una valija.
Me dieron 15000 pesos para una valija y me tuve que cruzar todo bsas para buscarla y además con la sorpresa de que la valija más barata costaba 30000 pesos!! En fin termine comprando un bolso medio pelo con los 15000.
Pase mis días en bsas y ayer para volver pasaron el vuelo de las 17 a kas 17 15 y de ahí lo pasaron a las 2130 o sea más de 4 horas y no nos dieron ni una botella de agua. Son unos caraduras totales, El vuelo terminó saliendo a las 2240 de la noche 
Los empleados pobrecitos lo único que saben decis es "" Es política de ka Comoañia""  defienden una empresa que encima va a desaparecer por que son de 4ta. Nadie va a volar por más barato que sean los vuelos y confunden en concepto LowCost con la estafa permanente a sus pasajeros. 
Es la primera vez que usaba el servicio y también es el último. FLYBONDY  es Cero recomendable.",,FLYBONDY  INTRATABLES,,
Enrique L,,1,"Por desgracia, contraté con este desastre de compañía  2 vuelos ,ida y vuelta, de B. Aires a El Calafe y de B. Aires a Iguazú con 5 meses de antelación y dejando un día entero de pernocta en B. Aires entre ambos vuelos para posibles ""incidencias"". El primero de ellos lo cambiaron tantas veces de hora y de DIA que perdí la cuenta e incluso tuve que anularlo porque con el último cambio que hicieron, estaría todavía volando con ellos de regreso de El Calafate y ya habría salido mi vuelo a Puerto Iguazú ?????. Al final tuve que comprar pasajes en Aerolineas Argentinas para suplir la falta de profesionalidad y seriedad de estos señores, a un precio muy superior al normal por la proximidad de las fechas.
El vuelo de ida a Iguazú fué normal pero el de vuelta lo cambiaron 4 veces de horario y con el último cambio me hacían perder un vuelo internacional desde B. Aires. Traté de contactar con ellos a través de su teléfono de atención al cliente pero lo primero que pedía el autómata de atención telefónica (malditas máquinas) era el documento nacional de identidad y al ser extranjero (no se puede ser perfecto) teclee el número de pasaporte a lo que respondía que no había ninguna reserva asociada con ese documento. Llamé al teléfono *3000 y ..... más de lo mismo.
Al ser imposible el contacto telefónica nos fuimos al aeropuerto de Iguazú, a la desesperada, y tras informarnos de que ese día habían cambiado todos (3) los vuelos de Flybondi tb nos dijeron que no había oficina de atención al cliente de esa compañía. Por pura casualidad, hablando con una camarera en el restaurante del aeropuerto, me informó de que el personal de Flybondi estaba desayunando allí en ese momento por lo que los ""asalté"" y les comenté lo que nos pasaba. Tras hacer unas cuantas gestiones telefónicas, no sin trabas por parte de su central, consiguieron que embarcasemos en el vuelo que salía un par de horas más tarde. Mi agradecimiento a ellas porque tb son víctimas de una COMPAÑÍA DESASTROSA.",,"SI TE GUSTAN LOS DEPORTES DE RIESGO, ""VUELA CON FLYBONDI""",,
Donna W,,1,"Tenía el vuelo de las 9.25 del 29/11 y lo reprogramaron para las 12 hs (el aviso de reprogracion me llegó durante la madrugada por lo tanto lo ví a la mañana siguiente cuando el remise ya me había venido a buscar). Ya en el aeropuerto pasada la hora de embarcar no apareció nadie. Luego nos dijeron que el vuelo pasaba a las 14 hs y tampoco salió. Incertidumbre total. Nos tuvieron todo el día así. Mala información. Lo terminaron pasando para las 23.40 hs y sin seguridad. Yo tenía que regresar si o si ya que había perdido un día de trabajo y no podía volver a cancelar mi agenda de pacientes el día siguiente. Tuve que comprar un vuelo por otra aerolínea. Entonces??? Lo barato sale caro. Ellos no se hacen cargo de nada!!
Aclaro que el vuelo de ida también me reprogramaron el horario. Un desastre!!!!!",,Un desastre!!!!,,
Yoseph H,,1,"Dicen que se rompió un avión y por eso no salió mi vuelo, el cual no dieron explicaciones hasta varias horas después ya que ni siquiera había personal en el counter, pero resulta que también cancelaron todos los demás vuelos anteriores y posteriores del día generando un colapso entre cientos de pasajeros, un DESASTRE. Encima te responden mal cuando preguntas que va a pasar con tu vuelo.. ultima vez que intento volar con ellos.. DESASTROSO.",,Nunca mas,,
Juan O,,1,24 hs antes de abordar cambiaron el horario del vuelo con mi pareja.. Nos cambiaron todo el itinerario y perdimos una noche de hotel. No se hicieron Cargo de nada.,,"Pésima aerolinea, cancelan los vuelos.",,
Roxana M,,1,"La empresa Flybondi un desastre, nos canceló un vuelo sin aviso, un montón de personas en la misma situación, nunca notificaron nada. El siguiente vuelo muy demorado, no sabemos si podremos viajar. Una vergúenza",,Muy mala experiencia con Flybondi,,
Lucia N,,1,Pésimo el servicio ..te cancelan  el vuelo  después  como para disimular te manda a hoteles donde nisiquiera  tienen  aire acondicionado  me fue muy mal ..tanto de ida como de vuelta y nadie da la cara  ...mi vuelo era la las  19 hrs  termine saliendo  el siguiente  día a las 23 hrs el trato del personal  poco amable ...una mala experiencia  no lo recomiendo .,,PÉSIMO  SERVICIO  CHANTAS,,
Marcel Mach M,,2,"Llegamos a aeroparque y la valija tenía un golpe que se torció la manija extensible de la misma. No subía ni bajaba. Tenía una buena abolladura. Cuando preguntamos dijeron que NO se hacen cargo. Que miremos la letra chica de la compra del equipaje. Nadie se hará cargo. Creo que como fue la 1ra vez que volamos, será la última. Y sino es responsabilidad de los maleteros que las revolean como si fueran zapatos y de ellos. LAMENTABLEMENTE ES DEBUT Y DESPEDIDA DE FLYBONDI",,Rotura de equipaje NO SE HACEN CARGO MIRAR LA LETRA CHICA,,
Nodespegarcom,,1,"Tienen un sistema perverso que si el sistema no funciona (tiene algun “error”) o te envian el mail hacer check in, una vez realizado no podes comprar el equipaje on line y en el desk te lo cobran el doble. El personal es inflexible en el reclamo y el viaje te sale mas caro que cualquier otra aeroline, los aviones no tienen la minima limpieza. No viajo mas por mas economico que parezca ser, es una mentira.",,La peor experiencia en vuelos,,
Simon O'Connor,,1,"The worst airline ever
They change our family flight and put my underage kid's on a different flight and book me on a flight 12 hours later.  Never fly with this airline. Its an absolute joke of a company. I have been trying to resolve the flights for 6 weeks with no resolution...",,Warning ⚠️ never fly,,
Mint61,,1,Web site is really bad and does not work properly making check in difficult. flight was altered after booking and then went in to Jorge Newbury when we booked the flight it went to EZE where we were staying it was an Hour and a half across town and cost $60. we only found out the airport change when we checked in. to late to do anything about it. The seats are barely big enough I am 1.93m and 85 KG but the seat was so uncomfortable during the flight my legs were nub by the time we landed. they are packing people in very tightly.  for 3 and an hour  hour flight it's too much. There was no food or drinks on board to speak of we had an instant coffee made from little plastic pouches which went everywhere when you open the packet.  They really know how to make travel miserable.,,Really bad!,,
Gabi C,,1,"En septiembre mi hija y yo viajamos a BsAs por Flybondi.
Mi marido ya había viajado y había salido todo bien.
Pero se ve que ahora el servicio ha cambiado y es pésimo.
En el viaje de ida todo bien, al regreso nos dejaron barados en BsAs con el verso que te cancelan el vuelo 48hrs antes no tiene obligación de pagarte nada, hacen lo que quieren.
Nos dieron la opción de pedir el reembolso o volver 4 días después con el alojamiento y los gastos de estadía en BsAs a nuestra costa.
Solicitamos el reembolso: no te dan comprobante de nada, y ya estamos a mes y medio y no hemos recibido nada! Solo excusas y excusas!",,FLYCHANTAS,,
Memu_1211,,1,"Tenia pasajes para un feriado y que había sacado con mucha anticipación y medio mes antes de la salida me modificaron los vuelos para una fecha en la que no podía viajar. Reclame la devolución y solo recibí respuestas de bots, hasta que finalmente me dijeron que podría utilizar el crédito disponible para una próxima compra. Como no me dieron mas alternativa (era eso o recibir el reintegro después de 60 días de solicitarlo y en 6 cuotas a partir de allí), utilicé ese crédito para comprar tickets para otra fecha, también feriado. Nuevamente, medio mes antes de la salida comprada me modificaron la fecha de viaje de forma automática, para ir y volver en el mismo día, en el mismo avión. El tiempo real no me daba ni para hacer el check-in de regreso en el mismo aeropuerto. Un desastre!!! No le recomiendo a nadie volar en esta aerolínea. Son pésimos en su comunicación durante la compra y post venta. Un fraude, estafadores y aniquiladores de experiencias!!",,La peor experiencia con una aerolínea,,
Manu F,,3,"Sacamos los aéreos más o menos a mitad de Julio 2023 porque teníamos un evento en Buenos Aires en Noviembre del mismo año. 
La aerolínea nos cambió el vuelo de ida 4 veces (por lo que tuvimos que conseguir alojamiento por una noche cuando no estaba en los planes hacerlo) y para el vuelo de regreso nos cambió dos veces y cada vez más tarde (habíamos elegido un vuelo temprano para poder bajar del avión e ir a trabajar pero lo cambiaron para mucho más tarde)
Te avisan que te cambiaron los vuelos, sí. Pero una cosa es que me digas tu vuelo se atrasó una hora y otra que lo pongas 12/15 horas antes y eso me genere un gasto adicional el cual no tenía previsto. 
Por eso cancelé el vuelo de regreso con ellos y volví por otro medio. 
Si rescato algo de la primera y última experiencia con Flybondi es que tanto los TCPs como la persona que me atendió del call center para la cancelación, fueron muy amables.",,Cuidado si sacan aéreos con mucha anticipación,,
Jorge S,,2,"El día 5 de noviembre de este ano teníamos regreso de Bariloche a Buenos Aires por Flybondi mi señora y yo en el vuelo 5273 con horario de partida 14,20hs
Ambos de 72 y 78 años respectivamente, por esa razón seleccionamos con anticipación los asientos de la primera fila tanto de ida como de regreso ambos tramos PAGADOS,15 minutos antes del embarque nos llaman por altoparlante a la puerta de embarque y nos dicen que nos cambian de asientos porque una persona pidió asistencia
Por suerte ninguno de nosotros dos necesita asistencia, pero por la edad y ser un viaje de algo mas de 2 horas queríamos estar cómodos.
Mi disgusto y cuestionamiento no es por el haber tenido que ceder  los lugares a alguien con discapacidad, todo lo contrario con todo gusto los cedemos ,mi cuestionamiento mayor es el mal trato ,prepotencia y mala de educación de las tres empleadas de FLYBONDI que estaban en la puerta de embarque ,las Srtas:Maia Mareco ,Magali Coriggiano y Rocio Dalpro, no nos pidieron que cambiemos los lugares, no lo solicitaron, NOS ORDENARON literalmente sin  posibilidad de intercambiar ningún tipo de palabras o explicación clara, además son dos filas de 3 lugares cada una entonces  porque razón no se les solicito el cambio a otras persona de la misma fila mucho más  jóvenes y sin ningún tipo de discapacidad
Este tipo de hechos, deslucen el funcionamiento de una empresa, cualquiera sea, los miembros de ellas deben ser eficientes en su trabajo, pero además deben tener un entrenamiento en el trato de las personas, cuando esto no surge espontáneamente es decir deben ser educados y respetuosos con el prójimo y capacitados para situaciones que se salen de lo estipulado
Demás está decir que como cierre de unas pequeñas vacaciones resultó ser muy desagradable",,Respeto,,
Hector,,1,"Volaba en la Mañana porque tenia una conexion a las 16 con otro vuelo internacional, me mandaron un msj 3 horas antes que reprogramaban el vuelo para las 16:00, llegue al aeropuerto para que me solucionaran y nada son unos inutiles irresponsibles",,Descarados e Irresponsables,,
Mili,,5,"Después de leer varias reseñas, no me esperaba mucho de esta aerolínea, pero me sorprendió la puntualidad con la que salió tanto el vuelo de ida como el de vuelta, la amabalidad de las azafatas y el lindo approach que tienen para dar las indicaciones e informaciones. Viaje con una amiga que tiene pánico a volar y que te expliquen todo de esa forma hace la diferencia.",,Mejor de lo que esperaba,,
pablo c,,1,"Tenía un vuelo programado para el viernes 28 de octubre a las 11:25 pm , 
Primero avisaron que el vuelo se cambiaba para las 2:10am del sábado 29 de octubre, 
Después avisaron que se retrasaba a las 3:20am del mismo sábado 29. 
Después avisaron que el destino ya no iba a ser Ezeiza sino aeroparque !!!
Y cuando llegue a hacer el check in recién avisaron q el vuelo se volvía a retrasar a las 4am. 
Se suponía que empezaba el abordaje a las 3:15am ya son las 3:30 y todavía no aparece ningún personal para empezar el abordaje !! Ni siquiera anuncian si hay más retrasos o lo que está pasando. 
LA VERDAD ES UNA EXPERIENCIA NEFASTA 
ni siquiera tienen la decencia de comunicar a la gente lo que está pasando. 
Yo perdí mi vuelo a miami por culpa de esta demora !",,Flybondi es un vergüenza,,
Agustin Gollan,,1,"Pésima experiancia, me reprogramaron el vuelo en 5 oportunidades y horas antes de volar me cambian el horario y el destino a Ezeiza, una falta de respeto al consumidor, no vuelo más por esta low cost",,"La peor low cost para volar, para nada recomendable",,
Agustina C,,4,"Viaje hace unos días con la Aerolinea, desde Buenos Aires a Mendoza, ida y vuelta.
Había leido muuuuchas opiniones negativas y tenía miedo de que me cancelaran el vuelo. Pero la verdad es que mi experiencia fue muy buena.
A los pocos días de comprar el pasaje me cambiaron el horario , lo atrasaron dos horas. Fue con una anticipación de mas de 1 mes. Por las dudas verificaba el horario todo el tiempo , por si lo volvían a cambiar, pero nunca mas lo cambiaron.
El vuelo salió suuuper puntual, y me atendieron re bien en ambos aeropuertos.
Definitivamente volvería a viajar por Flybondi. Por las dudas no contrataría nada para ese mismo día, por si modifican unas horas el vuelo. Pero lo demás, todo ok y es mucho mas economico.",,Mi experiencia fue buena,,
Gonzalo Arroyo,,3,Mañana tengo un viaje a las 19:40 espero qué haya alguien en la oficina porque ya me cambiaron el vuelo con poca anticipación mejor organización por favor es muy lamentable,,Flybondi,,
Luciano V,,5,"Si bien conozco varias opiniones negativas, en mi caso salió todo bien. Viajamos de BA a Rio. Un día antes me mandaron mail para reprogramarlo (lo retrasaron 2 horas), solo el vuelo de ida, así que estén atentos al mail o app siempre. Luego super puntual y cómodo. El personal de Ezeiza super educado y buena onda. Azafatas de 10. El avión limpio, asientos cómodos para lo que es clase turista. Llegó puntual. Comida arriba del avión se paga solo en cash, y el adecuada para el tipo y duración del vuelo. Precio de los pasajes super barato. Los volvería a elegir",,Buena experiencia,,
